,amm,id,rate,timestamp,underlyingPrice,date
3906,0x8d22f1a9dce724d8c1b4c688d75f17a2fe2d32df,0x9700eb9f979d265292411deeaa98b0b4ecb2e02184da87b9d15f5b3439b063b8-0,-1.9950135993604e-05,1608652860,623.4618823809778,2020-12-22 16:01:00
3905,0x8d22f1a9dce724d8c1b4c688d75f17a2fe2d32df,0xd54d35db1e8851e169796566006e27c1c5d755459bcca3625db3c03536dcc659-0,-1.003312599776e-05,1608656460,627.8341616554471,2020-12-22 17:01:00
3904,0x8d22f1a9dce724d8c1b4c688d75f17a2fe2d32df,0xa6b7129d2474199eaf68359db5da5829c7856e9ce11e9c7a8b448842271d10d9-0,4.957853171742e-06,1608660060,627.1425056608723,2020-12-22 18:01:00
3903,0x8d22f1a9dce724d8c1b4c688d75f17a2fe2d32df,0x0ac5b8fb2ca2e37453188dde09d83c6b9bbed49fcf8f567f54d420c5ecbfd4ca-0,0.000107213960432788,1608663660,626.6044222222222,2020-12-22 19:01:00
3902,0x8d22f1a9dce724d8c1b4c688d75f17a2fe2d32df,0xe7b6145efb5a4be5baca2d70f0bcfdd5fb82e063772c9425a5bcf0aa92c6b3e2-3,1.8377205037847e-05,1608667260,626.3216049090388,2020-12-22 20:01:00
3901,0x8d22f1a9dce724d8c1b4c688d75f17a2fe2d32df,0x518d8500fa9acc79e9c98587883fcb743ef3d4a839b98ce3d02f5e7a9694c37b-0,-3.8431013677907e-05,1608670860,625.7027103899445,2020-12-22 21:01:00
3900,0x8d22f1a9dce724d8c1b4c688d75f17a2fe2d32df,0xe0049bee23a7da8533739489d5b386fa1b1d79abe3b7382be952d8e30579c6f4-0,8.4291118788992e-05,1608674455,624.4872682909668,2020-12-22 22:00:55
3899,0x8d22f1a9dce724d8c1b4c688d75f17a2fe2d32df,0x52e3179354779173aced1bd1bda4dd9418eb0d6e0c0f325b89c3ad0a5017db4a-0,1.864579617303e-05,1608678055,623.075651609689,2020-12-22 23:00:55
3898,0x8d22f1a9dce724d8c1b4c688d75f17a2fe2d32df,0x34476ac584ff8b82990534b9f71ec52adb0b8909b3bd1aa8056222220f62c965-0,3.5909645324499e-05,1608681660,631.6972780949611,2020-12-23 00:01:00
3897,0x8d22f1a9dce724d8c1b4c688d75f17a2fe2d32df,0xf173781e80762b802fd6b716f5dca7703ac2b50ab1087276f59d24297d4f733c-0,6.8418584160934e-05,1608685260,633.870792070925,2020-12-23 01:01:00
3896,0x8d22f1a9dce724d8c1b4c688d75f17a2fe2d32df,0x52719b7a4406f660fb88c2afffd3d6440121597e0da79132896fbc08c287f2fd-0,1.3971454498326e-05,1608688860,631.0927492960028,2020-12-23 02:01:00
3895,0x8d22f1a9dce724d8c1b4c688d75f17a2fe2d32df,0xbf6aa357323d2c7d273325898f4a237e22a809d4d8701d3c91aa72a4918ac833-0,4.4789453335288e-05,1608692455,624.4258187516111,2020-12-23 03:00:55
3894,0x8d22f1a9dce724d8c1b4c688d75f17a2fe2d32df,0xf56132f0812ece0ea35db99d55aba4e74ac049e42c8f5a2a0409c99dd62ad169-0,6.1588422851207e-05,1608696060,623.6176068799999,2020-12-23 04:01:00
3893,0x8d22f1a9dce724d8c1b4c688d75f17a2fe2d32df,0xeafd096f1a64c66c0dbf6affb1c064d89e8a1e21a01bda85635c5d1f3ae05418-0,2.4188797770577e-05,1608699660,621.5474536780055,2020-12-23 05:01:00
3892,0x8d22f1a9dce724d8c1b4c688d75f17a2fe2d32df,0x45af7eaaa8f5588269e7d63e9810483ff0ccf78c4959cd50bbc3ac3353ba8af2-3,1.2516676366845e-05,1608703260,615.6092942446389,2020-12-23 06:01:00
3891,0x8d22f1a9dce724d8c1b4c688d75f17a2fe2d32df,0xb610bde1a8c71085617f41ada8813b1d19b7703094917168f9975d3047694867-0,7.8342114076768e-05,1608706860,614.4929888888889,2020-12-23 07:01:00
3890,0x8d22f1a9dce724d8c1b4c688d75f17a2fe2d32df,0xf54e9d6aaa6930e491c4549fdc1565424fc7f920ce058c41da62c258401f2f8e-0,1.7707174850491e-05,1608710460,614.093739783875,2020-12-23 08:01:00
3889,0x8d22f1a9dce724d8c1b4c688d75f17a2fe2d32df,0x895e4c13341edd1916ca89b8cf34308b3342f560d8411da0c59f052b5c780c74-0,1.9288490015262e-05,1608714060,616.8746865031305,2020-12-23 09:01:00
3888,0x8d22f1a9dce724d8c1b4c688d75f17a2fe2d32df,0xe618b2c3f1bd02900aa442bb36160de9baf4f357ee39878ba918a20c83930936-0,1.2449956237027e-05,1608717660,612.0048345743555,2020-12-23 10:01:00
3887,0x8d22f1a9dce724d8c1b4c688d75f17a2fe2d32df,0x17f4565ffa28d7806a477b5061976c93d2ed875092554790f685be322f20e1b0-0,-5.4994206169386e-05,1608721255,611.2057016183167,2020-12-23 11:00:55
3886,0x8d22f1a9dce724d8c1b4c688d75f17a2fe2d32df,0x29eedac1e268343ebd2aa00610057d0998ca8c0c5cdaaba4ba4d93e6a2d0d04d-0,-7.3215223888015e-05,1608724860,600.3093190825556,2020-12-23 12:01:00
3885,0x8d22f1a9dce724d8c1b4c688d75f17a2fe2d32df,0xeaaf2a616d86ea58df3028a556d00c4257dc5266bbca33ace4b19b00305aecda-0,7.28936976359e-06,1608728460,609.4583688600278,2020-12-23 13:01:00
